"animal_type","month","year","intake_type","outcome_type","chip_status","time_at_shelter"
"DOG",8,2017,"STRAY","ADOPTION","SCAN NO CHIP",5
"OTHER",11,2016,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",1
"DOG",5,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",0
"DOG",10,2016,"STRAY","RETURNED TO OWNER","SCAN CHIP",0
"CAT",12,2016,"STRAY","ADOPTION","SCAN NO CHIP",4
"DOG",4,2017,"STRAY","ADOPTION","SCAN NO CHIP",5
"DOG",7,2017,"CONFISCATED","RETURNED TO OWNER","SCAN NO CHIP",6
"DOG",6,2017,"STRAY","ADOPTION","SCAN NO CHIP",8
"DOG",7,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",4
"DOG",2,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",24
"DOG",12,2016,"OWNER SURRENDER","ADOPTION","SCAN CHIP",0
"DOG",2,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",2
"DOG",8,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",4
"CAT",11,2016,"OWNER SURRENDER","ADOPTION","SCAN CHIP",12
"DOG",6,2017,"STRAY","RETURNED TO OWNER","SCAN CHIP",1
"DOG",3,2017,"STRAY","ADOPTION","SCAN NO CHIP",5
"DOG",3,2017,"STRAY","EUTHANIZED","OTHER",5
"CAT",6,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",23
"DOG",11,2016,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",0
"DOG",8,2017,"STRAY","RETURNED TO OWNER","SCAN CHIP",3
"CAT",9,2017,"STRAY","OTHER","OTHER",6
"DOG",11,2016,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",0
"DOG",6,2017,"STRAY","ADOPTION","SCAN NO CHIP",7
"DOG",4,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",17
"OTHER",8,2017,"CONFISCATED","ADOPTION","SCAN NO CHIP",21
"DOG",1,2017,"OWNER SURRENDER","ADOPTION","SCAN CHIP",2
"DOG",6,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",4
"DOG",7,2017,"STRAY","ADOPTION","SCAN NO CHIP",11
"DOG",8,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",14
"CAT",9,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",3
"DOG",4,2017,"STRAY","RETURNED TO OWNER","SCAN CHIP",1
"DOG",11,2016,"STRAY","EUTHANIZED","SCAN NO CHIP",18
"DOG",12,2016,"STRAY","ADOPTION","SCAN NO CHIP",21
"DOG",3,2017,"CONFISCATED","RETURNED TO OWNER","SCAN NO CHIP",13
"DOG",3,2017,"CONFISCATED","RETURNED TO OWNER","SCAN NO CHIP",10
"CAT",8,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"DOG",2,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",4
"DOG",1,2017,"OWNER SURRENDER","ADOPTION","SCAN CHIP",4
"DOG",9,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",1
"DOG",6,2017,"STRAY","ADOPTION","SCAN NO CHIP",10
"DOG",11,2016,"STRAY","ADOPTION","SCAN NO CHIP",5
"DOG",3,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",2
"CAT",7,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",8
"CAT",6,2017,"STRAY","ADOPTION","SCAN NO CHIP",13
"DOG",3,2017,"STRAY","EUTHANIZED","SCAN CHIP",0
"DOG",6,2017,"STRAY","ADOPTION","SCAN CHIP",15
"DOG",1,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",4
"CAT",6,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"DOG",3,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",2
"DOG",4,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",4
"DOG",4,2017,"STRAY","ADOPTION","SCAN NO CHIP",4
"DOG",4,2017,"STRAY","ADOPTION","SCAN NO CHIP",19
"CAT",8,2017,"STRAY","ADOPTION","SCAN NO CHIP",12
"DOG",6,2017,"STRAY","ADOPTION","SCAN NO CHIP",8
"DOG",7,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",0
"DOG",4,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",3
"DOG",11,2016,"STRAY","ADOPTION","SCAN NO CHIP",10
"DOG",10,2016,"STRAY","EUTHANIZED","OTHER",4
"CAT",12,2016,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",1
"DOG",2,2017,"STRAY","ADOPTION","SCAN NO CHIP",12
"DOG",7,2017,"STRAY","RETURNED TO OWNER","SCAN CHIP",1
"DOG",4,2017,"STRAY","ADOPTION","SCAN NO CHIP",38
"CAT",10,2016,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",2
"DOG",7,2017,"OWNER SURRENDER","EUTHANIZED","SCAN CHIP",1
"DOG",4,2017,"STRAY","RETURNED TO OWNER","SCAN CHIP",10
"DOG",3,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",4
